어휘	구성 단위	품사	전문 분야
폐쇄^해운^동맹	구	품사 없음	교통
폐쇄^해제	구	품사 없음	정보·통신
폐쇄^혈관^혈전염	구	품사 없음	의학
폐쇄^혈관계	구	품사 없음	생명
폐쇄^혈전	구	품사 없음	생명
폐쇄^혈전^혈관염	구	품사 없음	의학
폐쇄^형식	구	품사 없음	문학
폐쇄^호^시도	구	품사 없음	정보·통신
폐쇄^환경^농업	구	품사 없음	농업
폐쇄^활주로	구	품사 없음	교통
폐쇄^황달	구	품사 없음	의학
폐쇄^회로	구	품사 없음	전기·전자
폐쇄^회로^신호법	구	품사 없음	전기·전자
폐쇄^회로^텔레비전	구	품사 없음	정보·통신
폐쇄^회로^티브이	구	품사 없음	정보·통신
폐쇄^후^폐렴	구	품사 없음	의학
폐쇄각^녹내장	구	품사 없음	의학
폐쇄공^헤르니아	구	품사 없음	의학
폐쇄근-막	어휘	명사	의학
폐쇄근^징후	구	품사 없음	의학
폐쇄성^기관지염	구	품사 없음	의학
폐쇄성^색전	구	품사 없음	생명
폐쇄성^수면^무호흡증	구	품사 없음	의학
폐쇄성^수면성^무호흡	구	품사 없음	의학
폐쇄성^수역	구	품사 없음	환경
폐쇄성^신결핵	구	품사 없음	의학
폐쇄성^요로^병증	구	품사 없음	의학
폐쇄성^요로^질환	구	품사 없음	의학
폐쇄성^탈구	구	품사 없음	의학
폐쇄성^파절	구	품사 없음	의학
폐쇄성^항문	구	품사 없음	의학
폐쇄성^황달	구	품사 없음	의학
폐쇄식^기관계	구	품사 없음	동물
폐쇄식^담보^사채	구	품사 없음	경제
폐쇄식^담보부^사채	구	품사 없음	경제
폐쇄식^독	구	품사 없음	교통
폐쇄식^돈사	구	품사 없음	농업
폐쇄식^동맹	구	품사 없음	교통
폐쇄식^잠수기	구	품사 없음	군사
폐쇄식^해운^동맹	구	품사 없음	교통
폐쇄적^동맹	구	품사 없음	교통
폐쇄주의-자	어휘	명사	
폐쇄형 구조	구	품사 없음	
폐쇄형^건식^변압기	구	품사 없음	전기·전자
폐쇄형^고속^도로^요금^수수^방식	구	품사 없음	교통
폐쇄형^구조	구	품사 없음	정보·통신
폐쇄형^담보	구	품사 없음	경제
폐쇄형^루프^엠아르피	구	품사 없음	경영
폐쇄형^복합체	구	품사 없음	생명
폐쇄형^부프로그램	구	품사 없음	정보·통신
폐쇄형^상품	구	품사 없음	경제
폐쇄형^서브루틴	구	품사 없음	정보·통신
폐쇄형^시스템	구	품사 없음	정보·통신
폐쇄형^시장	구	품사 없음	경제
폐쇄형^앱^스토어	구	품사 없음	경제
폐쇄형^인사^체제	구	품사 없음	정치
폐쇄형^전문점	구	품사 없음	정보·통신
폐쇄형^전자^화폐	구	품사 없음	경제
폐쇄형^정당^명부제	구	품사 없음	정치
폐쇄형^질문	구	품사 없음	수학
폐쇄형^커뮤니티	구	품사 없음	매체
폐쇄형^투자^신탁	구	품사 없음	경제
폐쇄형^투표법	구	품사 없음	환경
폐쇄형^특구	구	품사 없음	행정
폐쇄형^펀드	구	품사 없음	경제
폐쇄형^포털	구	품사 없음	매체
폐수	어휘	명사	
폐수-관	어휘	명사	
폐수-열	어휘	명사	
폐수-장	어휘	명사	
폐수^기준	구	품사 없음	환경
폐수^농도^감소법	구	품사 없음	환경
폐수^도전율	구	품사 없음	환경
폐수^무방류^배출^시설	구	품사 없음	환경
폐수^방류량	구	품사 없음	건설
폐수^방출법의^개선	구	품사 없음	환경
폐수^배출^부과금	구	품사 없음	환경
폐수^배출^시설	구	품사 없음	환경
폐수^배출업체	구	품사 없음	환경
폐수^재생	구	품사 없음	환경
폐수^종말^처리	구	품사 없음	환경
폐수^종말^처리^시설	구	품사 없음	환경
폐수^지문	구	품사 없음	환경
폐수^처리	구	품사 없음	환경
폐수^처리^기본^계획	구	품사 없음	환경
폐수^처리^기술	구	품사 없음	환경
폐수^처리^시설	구	품사 없음	환경
폐수^처리^오니	구	품사 없음	환경
폐수^처리업	구	품사 없음	환경
폐수^처리장	구	품사 없음	환경
폐수^처분	구	품사 없음	환경
폐수^토양^처리	구	품사 없음	환경
폐수의^재사용	구	품사 없음	환경
폐스레	어휘	부사	
폐슬	어휘	명사	역사
폐습	어휘	명사	
폐습	어휘	명사	
폐시	어휘	명사	불교
폐시	어휘	명사	
폐시	어휘	명사	
폐시-하다	어휘	동사	
폐시-하다	어휘	동사	
폐식	어휘	명사	
폐식	어휘	명사	
폐식-사	어휘	명사	
폐식-잠와	어휘	명사	
폐식-하다	어휘	동사	
폐식-하다	어휘	동사	
폐식도-외과	어휘	명사	의학
폐신	어휘	명사	
폐신	어휘	명사	
폐신-하다	어휘	동사	
폐실^공포	구	품사 없음	심리
폐실^공포증	구	품사 없음	심리
폐심장-증	어휘	명사	의학
폐아	어휘	명사	농업
폐안	어휘	명사	
폐안	어휘	명사	
폐안	어휘	명사	
폐안-하다	어휘	동사	
폐암	어휘	명사	의학
폐애	어휘	명사	
폐액	어휘	명사	
폐액^중화^탱크	구	품사 없음	화학
폐액^중화조	구	품사 없음	화학
폐액^처리^장치	구	품사 없음	환경
폐액^펌프	구	품사 없음	기계
폐야	어휘	명사	
폐야-하다	어휘	동사	
폐양자	어휘	명사	
폐어	어휘	명사	동물
폐어	어휘	명사	언어
폐어-류	어휘	명사	동물
폐업	어휘	명사	
폐업	어휘	명사	
폐업	어휘	명사	
폐업	어휘	명사	
폐업-률	어휘	명사	
폐업-일	어휘	명사	
폐업-자	어휘	명사	
폐업-점	어휘	명사	경영
폐업-하다	어휘	동사	
폐업-하다	어휘	동사	
폐업-하다	어휘	동사	
폐업-하다	어휘	동사	
폐업^보상	구	품사 없음	경제
폐업^컨설턴트	구	품사 없음	경영
폐역	어휘	명사	수의
폐역	어휘	명사	
폐역-되다	어휘	동사	
폐역-망	어휘	명사	정보·통신
폐역^서비스	구	품사 없음	정보·통신
폐열	어휘	명사	
폐열	어휘	명사	한의
폐열	어휘	명사	
폐열^보일러	구	품사 없음	기계
폐열^이용^온수^시스템	구	품사 없음	기계
폐열^이용^화력^발전소	구	품사 없음	전기·전자
폐열^회수	구	품사 없음	공학 일반
폐열^회수^보일러	구	품사 없음	전기·전자
폐열^회수^보일러	구	품사 없음	기계
폐열^회수^설비	구	품사 없음	환경
폐열^회수^시스템	구	품사 없음	공학 일반
폐열^회수^이용	구	품사 없음	환경
폐열^회수^장치	구	품사 없음	전기·전자
폐열^회수^장치	구	품사 없음	기계
폐열^회수형^환기^장치	구	품사 없음	건설
폐열의^이용	구	품사 없음	공학 일반
폐염	어휘	명사	의학
폐엽	어휘	명사	의학
폐엽-염	어휘	명사	의학
폐엽^절제	구	품사 없음	의학
폐엽물^처리	구	품사 없음	환경
폐영역^회수	구	품사 없음	정보·통신
폐영역^회수	구	품사 없음	정보·통신
폐옥	어휘	명사	
폐옥	어휘	명사	
폐옥	어휘	명사	
폐옥-하다	어휘	동사	
폐옹	어휘	명사	의학
폐왕	어휘	명사	
폐용	어휘	명사	
폐용	어휘	명사	기계
폐용-하다	어휘	동사	
폐용-하다	어휘	동사	기계
폐우다	어휘	동사	
폐우다	어휘	동사	
폐우다	어휘	동사	
폐우선^개폐^접점	구	품사 없음	기계
폐원	어휘	명사	
폐원	어휘	명사	
폐원	어휘	명사	
폐원	어휘	명사	
폐원	어휘	명사	
폐원	어휘	명사	
폐원-되다	어휘	동사	
폐원-되다	어휘	동사	
폐원-식	어휘	명사	
폐원-하다	어휘	동사	
폐원-하다	어휘	동사	
폐원-하다	어휘	동사	
폐원-하다	어휘	동사	
폐월수화	어휘	명사	
폐위	어휘	명사	
폐위-되다	어휘	동사	
폐위-하다	어휘	동사	
폐유	어휘	명사	
폐유-괴	어휘	명사	
폐유^볼	구	품사 없음	환경
폐유^비누	구	품사 없음	환경
폐유^처리	구	품사 없음	환경
폐유^처리^사업	구	품사 없음	환경
폐유^처리^시설	구	품사 없음	환경
폐유지^작동	구	품사 없음	기계
폐읍	어휘	명사	
폐읍	어휘	명사	
폐읍	어휘	명사	
폐읍-되다	어휘	동사	
폐읍-하다	어휘	동사	
폐의	어휘	명사	
폐의-파관	어휘	명사	
폐의-파립	어휘	명사	
폐의^매독	구	품사 없음	의학
폐인	어휘	명사	
폐인	어휘	명사	
폐인	어휘	명사	
폐인 증후군	구	품사 없음	
폐일언	어휘	품사 없음	
폐일언-하다	어휘	동사	
폐자동차^수거^및^재활용^법규	구	품사 없음	법률
폐작동^경로	구	품사 없음	기계
폐작동^흐름	구	품사 없음	기계
폐잔	어휘	명사	
폐잔-물	어휘	명사	
폐잔-하다	어휘	동사	
폐장	어휘	명사	
폐장	어휘	명사	
폐장	어휘	명사	의학
폐장	어휘	명사	
폐장	어휘	명사	경제
폐장	어휘	명사	
폐장	어휘	명사	
폐장-가	어휘	명사	경제
폐장-되다	어휘	동사	
폐장-되다	어휘	동사	경제
폐장-되다	어휘	동사	
폐장-디스토마	어휘	명사	동물
폐장-이구충	어휘	명사	동물
폐장-일	어휘	명사	
폐장-일	어휘	명사	경제
폐장-하다	어휘	동사	
폐장-하다	어휘	동사	경제
폐장-하다	어휘	동사	
폐재	어휘	명사	임업
폐저	어휘	명사	의학
폐저	어휘	명사	
폐저-구	어휘	명사	의학
폐저-지	어휘	명사	의학
폐저-하다	어휘	동사	
폐적	어휘	명사	
폐적	어휘	명사	
폐적	어휘	명사	수의
폐적-되다	어휘	동사	
폐적-하다	어휘	동사	
폐적-하다	어휘	동사	
폐전	어휘	명사	
폐전	어휘	명사	
폐전	어휘	명사	
폐전	어휘	명사	불교
폐전-담지	어휘	명사	불교
폐전-하다	어휘	동사	
폐전기^전자^제품	구	품사 없음	환경
폐전자 기기	구	품사 없음	
폐전자^제품	구	품사 없음	정보·통신
폐절	어휘	명사	
폐절-가	어휘	명사	법률
폐절-되다	어휘	동사	
폐절-하다	어휘	동사	
폐점	어휘	명사	
폐점	어휘	명사	
폐점	어휘	명사	
폐점-되다	어휘	동사	
폐점-되다	어휘	동사	
폐점-하다	어휘	동사	
폐점-하다	어휘	동사	
폐정	어휘	명사	법률
폐정	어휘	명사	
폐정	어휘	명사	
폐정	어휘	명사	
폐정-되다	어휘	동사	법률
폐정-되다	어휘	동사	
폐정-하다	어휘	동사	법률
폐정-하다	어휘	동사	
폐정-하다	어휘	동사	
폐정^개혁안	구	품사 없음	역사
폐정맥-구	어휘	명사	의학
폐정맥^구멍	구	품사 없음	의학
폐제	어휘	명사	경제
폐제	어휘	명사	
폐제	어휘	명사	
폐제	어휘	명사	법률
폐제-되다	어휘	동사	
폐제-하다	어휘	동사	
폐조	어휘	명사	
폐조	어휘	명사	역사
폐조	어휘	명사	역사
폐조-하다	어휘	동사	역사
폐족	어휘	명사	
폐주	어휘	명사	
폐지	어휘	명사	
폐지	어휘	명사	
폐지	어휘	명사	
폐지	어휘	명사	
폐지	어휘	명사	
폐지	어휘	명사	생명
폐지 더미	구	품사 없음	
폐지 수레	구	품사 없음	
폐지 수집상	구	품사 없음	
폐지-되다	어휘	동사	
폐지-되다	어휘	동사	
폐지-령	어휘	명사	
폐지-론	어휘	명사	
폐지-법	어휘	명사	법률
폐지-안	어휘	명사	
폐지-율	어휘	명사	
폐지-하다	어휘	동사	
폐지-하다	어휘	동사	
폐지^잉크^효소^제거술	구	품사 없음	환경
폐지^재생	구	품사 없음	환경
폐지^조치	구	품사 없음	천연자원
폐지론-자	어휘	명사	
폐지연^시간^개작동	구	품사 없음	기계
폐직	어휘	명사	
폐직-하다	어휘	동사	
폐진-증	어휘	명사	의학
폐질	어휘	명사	
폐질	어휘	명사	
폐질-자	어휘	명사	
폐질^보험	구	품사 없음	경제
폐차	어휘	명사	
폐차	어휘	명사	
폐차-되다	어휘	동사	
폐차-되다	어휘	동사	
폐차-업	어휘	명사	
폐차-장	어휘	명사	
폐차-하다	어휘	동사	
폐차-하다	어휘	동사	
폐차^재활용량	구	품사 없음	환경
폐차^처분	구	품사 없음	법률
폐차^확인증	구	품사 없음	사회 일반
폐찰	어휘	명사	
폐창	어휘	명사	한의
폐창	어휘	명사	
폐창	어휘	명사	
폐창-론	어휘	명사	
폐창-하다	어휘	동사	
폐창-하다	어휘	동사	
폐창^운동	구	품사 없음	사회 일반
폐창식^재물^조사	구	품사 없음	군사
폐천	어휘	명사	지구
폐천^부지	구	품사 없음	지리
폐철	어휘	명사	
폐철-되다	어휘	동사	
폐철-하다	어휘	동사	
폐철도^차량	구	품사 없음	교통
폐첨	어휘	명사	의학
폐첨-구	어휘	명사	의학
폐첨^후^정맥	구	품사 없음	의학
폐첨^후구	구	품사 없음	의학
폐첩	어휘	명사	
폐총	어휘	명사	
폐총	어휘	명사	
폐추	어휘	명사	
폐추-유고	어휘	명사	책명
폐추-천금	어휘	명사	
폐축	어휘	명사	
폐출	어휘	명사	
폐출-되다	어휘	동사	
폐출-수	어휘	명사	환경
폐출-하다	어휘	동사	
폐충	어휘	명사	동물
폐충-병	어휘	명사	수의
폐치	어휘	명사	
폐치	어휘	명사	
폐치	어휘	명사	
폐치-되다	어휘	동사	
폐치-하다	어휘	동사	
폐치^분합	구	품사 없음	행정
폐침	어휘	명사	
폐침-망찬	어휘	명사	
폐침-하다	어휘	동사	
폐침망찬-하다	어휘	동사	
폐칩	어휘	명사	
폐칩	어휘	명사	
폐칩-하다	어휘	동사	
폐칩-하다	어휘	동사	
폐타	어휘	명사	불교
폐탄	어휘	명사	
폐퇴	어휘	명사	
폐퇴-하다	어휘	동사	
폐파	어휘	명사	행정
폐파-하다	어휘	동사	행정
폐파^소권	구	품사 없음	법률
폐파^행위	구	품사 없음	행정
폐편모충-증	어휘	명사	의학
폐포	어휘	명사	의학
폐포	어휘	명사	수학
폐포	어휘	명사	농업
폐포	어휘	명사	역사
폐포-관	어휘	명사	의학
폐포-낭	어휘	명사	생명
폐포-염	어휘	명사	의학
폐포-음	어휘	명사	의학
폐포-파립	어휘	명사	
폐포^구멍	구	품사 없음	의학
폐포^구조	구	품사 없음	의학
폐포^기관지염	구	품사 없음	의학
폐포^단백증	구	품사 없음	의학
폐포^대식^세포	구	품사 없음	생명
폐포^도달률	구	품사 없음	약학
폐포^모세^혈관^차단	구	품사 없음	의학
폐포^모세^혈관막	구	품사 없음	생명
폐포^미세^결석증	구	품사 없음	의학
폐포^사강	구	품사 없음	의학
폐포^상피	구	품사 없음	생명
폐포^상피^세포암	구	품사 없음	의학
폐포^세포	구	품사 없음	생명
폐포^소낭	구	품사 없음	생명
폐포^압력	구	품사 없음	의학
폐포^저환기	구	품사 없음	의학
폐포^조영	구	품사 없음	의학
폐포^주머니	구	품사 없음	생명
폐포^호흡음	구	품사 없음	의학
폐포^환기	구	품사 없음	의학
폐포^환기^용적	구	품사 없음	의학
폐포^환기량	구	품사 없음	의학
폐포성^천식	구	품사 없음	의학
폐포자충-증	어휘	명사	의학
폐표	어휘	명사	
폐품	어휘	명사	
폐품-팔이	어휘	명사	
폐품^예술	구	품사 없음	미술
폐품^이용^화력^발전소	구	품사 없음	전기·전자
폐풍	어휘	명사	
폐풍-창	어휘	명사	한의
폐풍우-하다	어휘	동사	
폐하	어휘	명사	
폐하	어휘	명사	
폐학	어휘	명사	
폐학-하다	어휘	동사	
폐학지경	어휘	명사	
폐함	어휘	명사	군사
폐함-되다	어휘	동사	군사
폐함-하다	어휘	동사	군사
폐합	어휘	명사	
폐합-되다	어휘	동사	
폐합-하다	어휘	동사	
폐합^오차	구	품사 없음	건설
폐합^절선	구	품사 없음	건설
폐합^차	구	품사 없음	수학
폐합^트래버스	구	품사 없음	건설
폐합성^고무	구	품사 없음	화학
폐합성^섬유	구	품사 없음	화학
폐항	어휘	명사	
폐항	어휘	명사	
폐해	어휘	명사	
폐해-론	어휘	명사	
폐해^규제주의	구	품사 없음	법률
폐행	어휘	명사	
폐허	어휘	명사	한의
폐허	어휘	명사	
폐허	어휘	명사	문학
폐허-화	어휘	명사	
폐허화-되다	어휘	동사	
폐허화-하다	어휘	동사	
폐현	어휘	명사	
폐현-하다	어휘	동사	
폐혈	어휘	명사	
폐혈관^조영법	구	품사 없음	의학
폐형	어휘	명사	광업
폐형의^정리	구	품사 없음	수학
폐호	어휘	명사	
폐호	어휘	명사	
폐호-선생	어휘	명사	
폐호-하다	어휘	동사	
폐호-하다	어휘	동사	
폐화	어휘	명사	식물
폐화	어휘	명사	
폐화^수분	구	품사 없음	식물
폐화^수정	구	품사 없음	식물
폐화^수정종	구	품사 없음	식물
폐화^수정화	구	품사 없음	식물
폐환	어휘	명사	
폐환	어휘	명사	화학
폐환	어휘	명사	역사
폐환-하다	어휘	동사	화학
폐환상^디엔에이	구	품사 없음	생명
폐활량-계	어휘	명사	의학
폐활량-계	어휘	명사	의학
폐활량^측정법	구	품사 없음	의학
폐회	어휘	명사	
폐회-되다	어휘	동사	
폐회-사	어휘	명사	
폐회-식	어휘	명사	
폐회-하다	어휘	동사	
폐회로^계통	구	품사 없음	전기·전자
폐회로^디젤^엔진	구	품사 없음	기계
폐회로^발신	구	품사 없음	정보·통신
폐회로^시험	구	품사 없음	전기·전자
폐회로^신호	구	품사 없음	전기·전자
폐회로^원리	구	품사 없음	전기·전자
폐회로^전압	구	품사 없음	전기·전자
폐회로^천이	구	품사 없음	전기·전자
폐회로^텔레비전	구	품사 없음	정보·통신
폐회로^통신^시스템	구	품사 없음	정보·통신
폐회로식^풍동	구	품사 없음	지구
폐회식-장	어휘	명사	
폐후	어휘	명사	
폐휴	어휘	명사	
폐휴대 전화	구	품사 없음	
폐흡충-증	어휘	명사	의학
폐흡충^육아종	구	품사 없음	의학
포	어휘	명사	
포	어휘	명사	
포	어휘	명사	
포	어휘	명사	
포	어휘	명사	
포	어휘	명사	
포	어휘	명사	
포	어휘	명사	
포	어휘	명사	건설
포	어휘	명사	건설
포	어휘	명사	역사
포	어휘	명사	한의
포	어휘	명사	식물
포	어휘	명사	
포	어휘	명사	군사
포	어휘	명사	역사
포	어휘	명사	음악
포	어휘	명사	
포	어휘	명사	동물
포	어휘	명사	체육
포	어휘	명사	인명
포	어휘	의존 명사	매체
포	어휘	부사	
포	어휘	명사	
포	어휘	명사	
포	어휘	명사	복식
포 강	구	품사 없음	지명
포-가이다	어휘	동사	
포-가히다	어휘	동사	
포-경언	어휘	명사	인명
포-고이다	어휘	동사	
포-권척	어휘	명사	
포-농어	어휘	명사	
포-놓다	어휘	동사	
포-대공	어휘	명사	건설
포-돌이	어휘	명사	
포-디	어휘	명사	
포-따리	어휘	명사	
포-먹다	어휘	동사	
포-바기	어휘	명사	
포-반장	어휘	명사	군사
포-배기	어휘	명사	
포-배기다	어휘	동사	
포-범	어휘	명사	
포-볼	어휘	명사	체육
포-부자	어휘	명사	약학
포-사수	어휘	명사	
포-살미	어휘	명사	건설
포-세신	어휘	명사	인명
포-송령	어휘	명사	인명
포-숍	어휘	명사	
포-수경	어휘	명사	인명
포-숙아	어휘	명사	인명
포-쌈	어휘	명사	
포-씨름	어휘	명사	
포-알	어휘	명사	
포-얼음	어휘	명사	
포-열	어휘	명사	
포-입다	어휘	동사	
포-자반	어휘	명사	
포-절	어휘	명사	정보·통신
포-진지	어휘	명사	군사
포-집다	어휘	동사	
포-집다	어휘	동사	
포-쪼가리	어휘	명사	
포-쪽	어휘	명사	
포-타령	어휘	명사	음악
포-토	어휘	명사	
포-하다	어휘	동사	한의
포-해태	어휘	명사	생명
포-?다	어휘	동사	
포^골^게임	구	품사 없음	체육
포^다운	구	품사 없음	체육
포^당주	구	품사 없음	복식
포^두부	구	품사 없음	식품
포^드^수아	구	품사 없음	복식
포^리프^클로버	구	품사 없음	체육
포^립^클로버	구	품사 없음	체육
포^문장	구	품사 없음	정보·통신
포^미술관	구	품사 없음	미술
포^미터^라인	구	품사 없음	체육
포^및^포탑^구동^장치^기술	구	품사 없음	군사
포^발사식^대전차^지뢰	구	품사 없음	군사
포^발사식^살포^지뢰	구	품사 없음	군사
포^발사식^유도^포탄	구	품사 없음	군사
포^배거	구	품사 없음	체육
포^배거	구	품사 없음	체육
포^백	구	품사 없음	체육
포^백^시스템	구	품사 없음	체육
포^벡터	구	품사 없음	물리
포^분포도	구	품사 없음	군사
포^사격	구	품사 없음	군사
포^사격장	구	품사 없음	군사
포^설치	구	품사 없음	군사
포^스텝	구	품사 없음	체육
포^스텝^딜리버리	구	품사 없음	체육
포^시	구	품사 없음	경영
포^시	구	품사 없음	경영
포^시즌^코트	구	품사 없음	복식
포^심	구	품사 없음	체육
포^아르	구	품사 없음	환경
포^업	구	품사 없음	체육
포^엠^기법^관리	구	품사 없음	환경
포^염색	구	품사 없음	공예
포^온^더^플로어	구	품사 없음	음악
포^인^핸드	구	품사 없음	복식
포^인^핸드^노트	구	품사 없음	복식
포^코트	구	품사 없음	체육
포^퀴르	구	품사 없음	복식
포^퀴이르	구	품사 없음	복식
포^클로스	구	품사 없음	매체
포^투^더^바	구	품사 없음	음악
포^패치^패턴	구	품사 없음	복식
포^포인츠^플레이	구	품사 없음	체육
포^포인트^포지션	구	품사 없음	체육
포^피에스	구	품사 없음	경영
포^호크^커트	구	품사 없음	복식
포가	어휘	명사	건설
포가	어휘	명사	군사
포가^받침	구	품사 없음	군사
포가라	어휘	명사	
포가리	어휘	명사	
포가지	어휘	명사	건설
포가지	어휘	명사	
포가차로	어휘	명사	인명
포가티^색전^제거^카테터	구	품사 없음	생명
포간	어휘	명사	
포간-하다	어휘	동사	
포간^열개	구	품사 없음	식물
포감	어휘	명사	지명
포갑	어휘	명사	
포갑-되다	어휘	동사	
포갑-지	어휘	명사	
포갑-하다	어휘	동사	
포강	어휘	명사	
포강	어휘	명사	군사
포강	어휘	명사	
포개-입다	어휘	동사	
포개-지다	어휘	동사	
포개-지다	어휘	동사	
포개놓기법	어휘	명사	수학
포개다	어휘	동사	
포개다	어휘	동사	
포개이	어휘	명사	
포객	어휘	명사	
포객-질	어휘	명사	
포갤-꽁짓점	어휘	명사	언어
포갤-점	어휘	명사	언어
포갬	어휘	명사	수학
포갬	어휘	명사	물리
포갬-포갬	어휘	부사	
포갱이	어휘	명사	
포거	어휘	명사	
포건	어휘	명사	
포게이지	어휘	명사	농업
